quarter,prob_evento_catastrofico,loss_p10_M,loss_mediana_M,loss_p90_M,loss_p99_M
2026-01-01,0.0,22.613511305361534,116.12808368643215,619.3812640527487,2525.766956059853
2026-04-01,0.062,40.86135614744169,226.7660720563946,1412.2385927058845,7754.94180081607
2026-07-01,0.312,199.02123391175897,1240.209264799983,6299.624357515418,75064.1527629784
2026-10-01,0.042,41.8696593250526,227.8372422141112,1353.5394438221372,6687.79349699272
2027-01-01,0.0,17.988843957057725,112.2609133363485,736.8590620503464,3266.2884532505823
2027-04-01,0.062,31.942789048424874,217.2970918025032,1600.6329477061772,9989.636859303495
2027-07-01,0.312,85.06023252028513,942.1216311068251,5038.038880956149,86485.45979655208
2027-10-01,0.042,19.67813318508883,133.43335215235487,1081.4102890657791,6111.696826325835
